,SwisNo,UnitNo,SiteName,CountyID,County,Operator,Location,PlaceName,Zip,EnforAgent,Owner,Category,Activity,RegStatus,OpStatus,Latitude,Longitude,SiteID,UnitID
2405,34-AA-0001,1,Sacramento County Landfill (Kiefer),34,Sacramento,"County Of Sacramento, Public Works Dept.",12701 Kiefer Blvd,Sloughhouse                             ,95683,County of Sacramento,"County Of Sacramento, Public Works Dept.",Disposal,Solid Waste Landfill,Permitted                          ,Active,38.51667,-121.18666999999999,3117,3151
2407,34-AA-0195,1,Sacramento Recycling & Transfer Station,34,Sacramento,Sacramento Recycling and T/S,8491 Fruitridge Road,Sacramento                              ,95826,County of Sacramento,"USA Waste of CA, Inc.",Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,38.52667,-121.39306,3153,3190
2408,33-AA-0346,1,Sage Ranch,33,Riverside,Robert Yanik,41750 Hwy 79,Aguanga                                 ,92536,County of Riverside,Robert Yanik,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,33.470240000000004,-116.92628,11201,11747
2410,27-AA-0053,1,"Salinas Disposal, Transfer & Recycling",27,Monterey,"USA Waste of California, Inc.",1120 Madison Lane,Salinas                                 ,93907,County of Monterey                      ,"USA Waste of California, Inc.",Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,36.693059999999996,-121.67317,2497,2530
2411,27-AA-0101,1,"Salinas Mushroom, Inc.",27,Monterey,"Salinas Mushroom, Inc.",531 Eckhart Road,Salinas                                 ,93908,County of Monterey                      ,Eckhart Seed Company,Composting,Composting Operation (Ag),Notification                       ,Active,36.6139,-121.56605,10305,10491
2412,19-AA-0837,1,Salt Lake Transfer Station,19,Los Angeles,City Of South Gate                      ,9599 Salt Lake Avenue,South Gate                              ,90280,County of Los Angeles,City Of South Gate                      ,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,33.9449,-118.17643999999999,1485,1513
2414,13-AA-0011,1,Salton City Solid Waste Site,13,Imperial,"Burrtec Waste Industries, Inc.",935 W. Highway 86,Salton City                             ,92275,County of Imperial,"County of Imperial, Public Works",Disposal,Solid Waste Landfill,Permitted                          ,Active,33.229440000000004,-115.98611000000001,797,806
2415,33-AA-0256,1,Sam Jones Landfill (and Mine),33,Riverside,Sam Jones Landfill                      ,27925 Rio Del Sol Rd,Thousand Palms                          ,92276,County of Riverside,Sam Jones Landfill                      ,Disposal,Inert Debris ENG Fill Operation,Notification                       ,Active,33.8469,-116.4097,2993,3026
2419,05-AA-0010,1,San Andreas Transfer Station,5,Calaveras,County Of Calaveras,"4258 San Andreas Rd, San Andreas, CA",San Andreas                             ,95249,County of Calaveras,County Of Calaveras,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,38.208090000000006,-120.69871,187,190
2423,27-AA-0018,1,San Ardo #2 Transfer Station            ,27,Monterey,County Of Monterey Public Works,Cattleman Road                          ,San Ardo                                ,93450,County of Monterey                      ,Rosenberg M                             ,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,36.01328,-120.934,2494,2527
2427,41-AA-0014,1,San Bruno Transfer Station,41,San Mateo,"San Bruno Garbage Company, Inc          ",1271 Montgomery Avenue,San Bruno                               ,94066,County of San Mateo                     ,"San Bruno Garbage Company, Inc          ",Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.64053,-122.41272,4172,4226
2431,19-AA-0063,1,San Clemente Island Landfill,19,Los Angeles,San Clemente Island Landfill-Navy Reg.Sw,San Clemente Island,San Clemente Island                     ,92674,County of Los Angeles,San Clemente Island Landfill-Navy Reg.Sw,Disposal,Solid Waste Landfill,Permitted                          ,Active,32.96474,-118.53652,1392,1420
2434,19-AR-1229,1,San Fernando CalTrans - LVTOp.,19,Los Angeles,California Dept. of Transportation,11930 Blucher Avenue,Granada Hills (In Los Angeles)          ,91344,City of Los Angeles,California Dept. of Transportation,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.28837,-118.4686,10596,10893
2435,19-AA-0811,1,San Fernando Street MDY,19,Los Angeles,City Of Los Angeles Bur Of Street Maint ,11370 San Fernando Road,Los Angeles (City)                      ,90065,City of Los Angeles,City Of Los Angeles Bur Of Street Maint ,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.11432,-118.24552,1465,1493
2436,38-AA-0017,1,"San Francisco Recycling & Disposal, Inc.",38,San Francisco,"San Francisco Recycling & Disposal, Inc",501 Tunnel Avenue,San Francisco                           ,94134,County of San Francisco                 ,Sunset Properties,Transfer/Processing,Medium Vol CDI Debris Proc. Fac.,Permitted                          ,Active,37.708729999999996,-122.4002,10901,11367
2437,38-AA-0001,1,San Francisco Solid Waste Tran & Rec Cnt,38,San Francisco,Recology Properties Inc.,501 Tunnel Avenue,San Francisco                           ,94005,County of San Francisco                 ,Recology Properties Inc.,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.70748,-122.39928,3950,3992
2446,37-AA-0902,1,San Onofre Landfill,37,San Diego,US Marine Corps-Camp Pendleton,2.7 Mi E Basilone Gate,Camp Pendleton (Mil Res)                ,92055,County of San Diego                     ,US Marine Corps-Camp Pendleton,Disposal,Solid Waste Landfill,Permitted                          ,Active,33.39667,-117.54028000000001,3748,3790
2448,37-AB-0015,1,San Pasqual Valley Soils,37,San Diego,San Pasqual Valley Soils - Mclin / Konyn,15777 Old Milky Way,San Diego                               ,92027,City of San Diego                       ,City of San Diego,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,33.09133,-117.0021,10795,11228
2450,36-AA-0087,2,San Timoteo Sanitary Landfill,36,San Bernardino,County of San Bernardino S.W. Mgt Div,San Timoteo Canyon Road,Redlands                                ,92373,County of San Bernardino                ,County of San Bernardino Solid Waste Mgt,Composting,Chipping and Grinding Activity Fac./ Op.,Permitted                          ,Active,34.01283,-117.21477,3380,11638
2451,36-AA-0087,1,San Timoteo Sanitary Landfill,36,San Bernardino,County of San Bernardino S.W. Mgt Div,San Timoteo Canyon Road,Redlands                                ,92373,County of San Bernardino                ,County of San Bernardino Solid Waste Mgt,Disposal,Solid Waste Landfill,Permitted                          ,Active,34.01283,-117.21477,3380,3421
2453,37-AA-0965,1,SANCO Recycling,37,San Diego,SANCO Services,1044 Washington Avenue,Escondido                               ,92025,County of San Diego                     ,Jemco Equipment,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,33.12336,-117.09943,10827,11277
2454,37-AA-0956,1,SANCO Resource Recovery,37,San Diego,SANCO Services,6750 Federal Blvd.,Lemon Grove                             ,91945,County of San Diego                     ,Federal Boulevard Properties,Transfer/Processing,Large Vol CDI Debris Proc. Facility,Permitted                          ,Active,32.73767,-117.05403999999999,10594,10891
2457,12-AA-0128,1,Sanders Roofing CDI Debris Processing,12,Humboldt,Sanders Roofing CDI Debris Processing,6720 Fields Landing Dr.,Fields Landing                          ,95537,County of Humboldt,David Taylor,Transfer/Processing,Small Vol CDI Debris Proc. Operation,Notification                       ,Active,40.72421,-124.21597,11345,11942
2458,12-AA-0128,1,Sanders Roofing CDI Debris Processing,12,Humboldt,Sanders Roofing CDI Debris Processing,6720 Fields Landing Dr.,Fields Landing                          ,95537,County of Humboldt,Sanders Roofing CDI Debris Processing,Transfer/Processing,Small Vol CDI Debris Proc. Operation,Notification                       ,Active,40.72421,-124.21597,11345,11942
2466,56-AA-0145,1,"Santa Clara Organics, LLC",56,Ventura,"Santa Clara Organics, LLC",315 Cavin Road,Fillmore                                ,93015,County of Ventura,"Somers, Nelson",Composting,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active,34.39203,-118.85221999999999,10457,10695
2468,42-AA-0075,1,Santa Lucia Farms,42,Santa Barbara,"Snow, Van",1924 West Hwy 154 / San Marcos Pass Rd.,Santa Ynez                              ,93460,County of Santa Barbara                 ,"Snow, Van",Composting,Composting Operation (Ag),Notification                       ,Active,34.64015,-120.08386999999999,10645,10989
2471,42-AA-0074,1,"Santa Maria Area Recycling Terminal, LLC",42,Santa Barbara,"Bedford Enterprises, Inc.",2220 F Street,Santa Maria                             ,93455,County of Santa Barbara                 ,"K and B Trucking, Inc.",Transfer/Processing,Medium Vol CDI Debris Proc. Fac.,Permitted                          ,Active,34.92067,-120.4811,10614,10917
2474,42-AA-0016,1,Santa Maria Regional Landfill,42,Santa Barbara,City Of Santa Maria,2065 East Main Street,Santa Maria                             ,93454,County of Santa Barbara                 ,City Of Santa Maria,Disposal,Solid Waste Landfill,Permitted                          ,Active,34.95152,-120.38009,4227,4282
2475,40-AA-0022,1,Santa Maria Transfer Station,40,San Luis Obispo,"Santa Maria Transfer Station, Inc.",325 Cuyama Lane,Nipomo                                  ,93444,CalRecycle Enforcement Agency,Troesh Properties and Investments L.L.C.,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,34.99528,-120.43666999999999,4111,4164
2479,49-AA-0148,1,Santa Rosa Geothermal Co. L.P.,49,Sonoma,"Calpine Geysers Company, L.P.",Castle Rock Springs Area,Sonoma                                  ,95476,County of Sonoma,US Dept Of Int Bur Of Land Mgmt-Ukiah,Disposal,Treatment Unit (in situ)           ,Permitted                          ,Active,38.76556,-122.72778000000001,4650,4725
2480,49-AA-0347,1,Santa Rosa Land Application - No. Region,49,Sonoma,City Of Santa Rosa Util Dept-Llano Dr   ,415 Todd Road                           ,Santa Rosa                              ,95407,County of Sonoma,Pelm A                                  ,Disposal,Land Application                   ,Exempt                             ,Active,38.38923,-122.72978,4669,4744
2481,49-AA-0346,1,Santa Rosa Land Application - So. Region,49,Sonoma,City Of Santa Rosa Util Dept-Llano Dr   ,5070 Lakeville Highway                  ,Petaluma                                ,94954,County of Sonoma,Jacobsen C                              ,Disposal,Land Application                   ,Exempt                             ,Active,38.2162,-122.55238,4668,4743
2483,42-AA-0063,3,Santa Ynez Valley Recycling & Trans Stat,42,Santa Barbara,County of Santa Barbara Public Works,4004 N. Foxen Canyon Road at land fill,Los Olivos                              ,93441,County of Santa Barbara                 ,"Chamberlin Trust, C/o Fred Chamberlin",Composting,Chipping and Grinding Activity Fac./ Op.,Permitted                          ,Active,34.69194,-120.12778,4243,10861
2484,42-AA-0063,1,Santa Ynez Valley Recycling & Trans Stat,42,Santa Barbara,County of Santa Barbara Public Works,4004 N. Foxen Canyon Road at land fill,Los Olivos                              ,93441,County of Santa Barbara                 ,"Chamberlin Trust, C/o Fred Chamberlin",Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,34.69194,-120.12778,4243,4298
2487,37-AA-0981,1,Santee LVTO,37,San Diego,Caltrans Region 1,8502 Railroad Ave.,Santee (County of San Diego)            ,92701,County of San Diego                     ,Caltrans,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,32.830290000000005,-116.97053000000001,11104,11631
2492,46-AA-0005,1,Sattley Transfer Station,46,Sierra,County Of Sierra,Westside Rd; 4 Mi N Sattley,Sattley                                 ,96124,County of Sierra,County Of Sierra,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,39.65005,-120.41872,4485,4552
2493,19-AH-0001,1,Savage Canyon Landfill,19,Los Angeles,City Of Whittier,13919 East Penn Street,Whittier                                ,90602,County of Los Angeles,City Of Whittier,Disposal,Solid Waste Landfill,Permitted                          ,Active,33.9799,-118.0171,1743,1774
2496,19-AA-0012,1,Scholl Canyon Landfill,19,Los Angeles,County Of Los Angeles Sanitation Dist,3001 Scholl Canyon Road,Glendale                                ,91206,County of Los Angeles,City Of Glendale,Disposal,Solid Waste Landfill,Permitted                          ,Active,34.1575,-118.19556000000001,1344,1365
2498,36-AA-0481,1,SCOR Industries Medium Volume CDI Fac.,36,San Bernardino,SCOR Industries,2321 South Willow Ave.,Rialto                                  ,92316,County of San Bernardino                ,SCOR Industries,Transfer/Processing,Medium Vol CDI Debris Proc. Fac.,Permitted                          ,Active,34.05915,-117.37447,11348,11948
